"Barcode","Product Name"
"6251001307252","Fine Baby Diapers Jumbo 4L 64p"
"6251001307276","Fine Baby Diapers Jumbo 5XL 60p"
"6251001307320","Fine Baby Diapers Jumbo 6XXL 48p"
"6251001307214","Fine Baby Diapers Jumbo S 80p"
"6251001307238","Fine Baby Diapers Mega M 72p"
"6251001218626","Fine Fluffy Tissues pkt"
"6251001213386","Fine Pocket Tissues Perfume 20"
"8966000012066","Pearl Asli Desi Ghee 1kg"
"2178","Firdous Tea 125g"
"2177","Firdous Tea 250g"
"2179","Firdous Tea 500g"
"8964001441274","Miilee Dal Moth"
"8964001441038","Miilee Mix Nimco"
"8964001441328","Miilee Slims Nimco"
"6009689192215","7 Day Cream 120ml"
"6009689191706","7 Day Cream 250ml"
"6009689191690","7 Day Cream 550ml"
"6009689191010","Bio Amla Shampo"
"6009689191652","Bio Amla Shampo 100ml"
"6009689191027","Bio Amla Shampo 280ml"
"6009689191003","Bio Amla Shampo Family Size"
"6009689191621","Bio Amla Shampoo"
"6009689192048","Praima Hair Color 43/45"
"8964000064160","Fauji Wheat Porridge 175g"
"8964000827857","Gai Mustard Oil 200ml"
"8964000827932","Gai Mustard Oil 400ml"
"8964000100615","Gai Soap Power Wash 4Pc"
"8964001226000","Gai Special Nirol Soap 2Pc"
"8964001227632","Pakeeza Laundry Soap"
"4654984654658","Nail Romover"
"3368","Rice Basm Tukra 1Kg"
"3369","Rice Basm Tukra 2Kg"
"3370","Rice Basm Tukra 5Kg"
"8964001526346","Gibs Butter Cookies"
"2196","Bitz Candy Rs 2"
"2735","Choco Beans Rs5"
"8964001525813","Giggly Jam Roll Strawbery"
"8964000786628","Giggly Jelibon Jelly"
"2736","Giggly LolyPop Rs5"
"3063","Giggly Looper Candy Rs2"
"2976","Giggly Tinkle Candy"
"8964001525820","Jam Roll Mango Rs 10"
"2195","Milkees Toffee  Rs 2"
"8964001529569","Opus Bar Rs10"
"2470","Opus Rs5"
"8964000783313","Pizzelo Pizza Jelly Rs5"
"8964001529217","Pom Poms Marshmellow Rs50"
"8964001525127","Swiss Roll Cake Choco Vanila Rs 10"
"2974","Twisto Jelly Rs 2"
"2879","Wheel Choco Beans Rs5"
"3014260316259","7 O Clock Sharp Edge"
"3014260265885","Gillette Blue 2 Plus"
"7702018494200","Gillette Blue 3"
"3014260228750","Gillette Foam Lemon"
"3014260251970","Gillette Mach 3"
"3014260228767","Gillette Shave Foam Menthol"
"8964000752937","Islamabad Tea 190g"
"8964000752999","Islamabad Tea 475g"
"8964000752579","Islamabad Tea 950g"
"8964000752920","Islamabad Tea 95g"
"8964001753001","Face Wash GP Men"
"8964001078586","Golden Pearl B/C"
"8964001078548","Golden Pearl Body Spray"
"8964001078050","Golden Pearl FW Oil Control"
"8964001753278","Golden Pearl Hand Sanitizer 120ml"
"8964001753575","Golden Pearl Lotion 100ml"
"8964001078517","Golden Pearl Seduce"
"8964001078173","Golden Pearl Soap Oily Skin"
"8964001078487","Golden Pearl Urge Spray"
"8964001078180","Golden Pearl Whitening Soap"
"8964001078456","GoldenPearl Soilder Spray"
"8964001078043","GP Dialy Face Wash 75ml"
"8964001078074","GP Face Wash Neem 75ml"
"8964001078654","GP Facial Kit"
"8964001753087","GP Hair OIl 200ml"
"8964001078166","GP Soap Whitening"
"8964001753285","Hand Sanitizer 50ml GP"
"8964001753155","Light & Glow GP 70ml"
"8964001753513","Lotion GP Alovera 100ml"
"8964001753667","Lotion GP cleansing milk"
"8964001753636","Lotion Gp S/P 100ml"
"8964002148738","Good Goodies R/V Cake Rs10"
"8964001199052","Sathi Plus 3Condoms"
"3157","Eno Lemon"
"1700","Iodex 28g"
"9200743730467","Parodontax 30g"
"9200475776504","Parodontax Original 50g"
"9204757321000","Sensodyne Deep Clean 100g"
"009200475502","Sensodyne Deep Clean 50g"
"9200475731008","Sensodyne Fluoride 100g"
"9200475730308","Sensodyne Fluoride 30g"
"9200475730704","Sensodyne Fluoride 70g"
"9200773410063","Sensodyne Herbal M/C 100g"
"9200773420468","Sensodyne Herbal M/C 20g"
"9200475781003","Sensodyne Multi Care 100g"
"9200475780709","Sensodyne Multi Care 70g"
"9200475761005","Sensodyne Original 100g"
"9200475760503","Sensodyne Original 50G"
"9200475720705","Sensodyne Rapid 70g"
"9200475721009","Sensodyne Rapid Action 100g"
"9200475720309","Sensodyne Rapid Action 30g"
"5769745823316","Guard Tukra Basm Rice 1Kg"
"5769745823354","Guard Tukra Basm Rice 5Kg"
"6297000027197","Habib Banaspati 1Kg"
"6297000027234","Habib Banaspati 2.5kg"
"6297000027241","Habib Banaspati 5Kg Tin"
"8961101301200","Habib C/Oil 10L GLN"
"8961101301613","Habib C/Oil 3L BTL"
"6297000027036","Habib C/Oil 5L BTL"
"6297000027043","Habib Cooking Oil 1L"
"6297000027098","Habib Cooking Oil 5L Tin"
"8964000093559","Handi Banaspati 250g"
"6297000027319","Handi Banaspati Ghee 1kg"
"6297000027302","Handi Bansapati 500g"
"6297000027388","Handi C-Oil 1L"
"8964001187011","Mujahid Banaspati Ghee 5kg Tin"
"8964001187318","Mujahid C-Oil 5LTin"
"8210987651375","Hafiz Black Pepper Powder"
"8210987651498","Hafiz Garam Masala 250g"
"8210987651122","Hafiz Zaiqa Pulao Masala"
"0201","Ajwain 125g"
"0199","Ajwain 250g"
"0211","Aloo Bhkhara125g"
"0210","Aloo Bukhara 250g"
"0244","Amchoor 125g"
"0213","Anar Dana 125g"
"0212","Anar Dana 250g"
"0228","Badam 125g"
"0227","Badam 250g"
"0226","Badam Giri 125g"
"0225","Badam Giri 250g"
"0252","Badyan 50g"
"0229","Chohare 250g"
"0255","Dar Cheeni 125g"
"0196","Dhania Pwdr 125g"
"0195","Dhania Pwdr 250g"
"0194","Dhania Salim 125g"
"0193","Dhania Salim 250g"
"0190","Dhara Mirch 125g"
"0189","Dhara Mirch 250g"
"0251","Elaichi Kali Moti 60g"
"0240","Elaichi Sabz  25g"
"1111111027004","Food Colour Yellow 5g"
"0207","Garam Masala 125g"
"0206","Garam Masala 250g"
"0242","Gunkatira 125g"
"0192","Haldi Pwdr 125g"
"0191","Haldi Pwdr 250g"
"0247","Haldi Salim 125g"
"0209","Imlee 125g"
"0208","Imlee 250g"
"0215","Ispagole 125g"
"0254","JAIFAL 50g"
"0253","Javatari 50g"
"0243","Kachri Powder 125g"
"0220","Kajoo 125G"
"0246","Kala Namak 250g"
"0214","Kali Mirch powder 125g"
"0205","Kali Mirch Sabit 125g"
"0204","Kali Mirch Sabit 250g"
"0245","Kalvangi 125g"
"0232","Khaskhas 125g"
"0231","Khaskhas 250g"
"0218","Khopra Powder 250g"
"0219","Khopra Pwdr 125g"
"0216","Khopra Salim  250g"
"0217","Khopra Salim 125g"
"0188","Lal Mirch Pwdr 125g"
"0187","Lal Mirch Pwdr 25Og"
"0256","LOANG"
"0223","Mewa Qabli 125g"
"0224","Mewa Qabli 250g"
"0249","Munaqa  250g"
"0250","Munaqa 125g"
"0230","Pista Magaz 125G"
"0236","Raie Ore 125g"
"0235","Raie Ore 250g"
"0185","Sagoo Dana 125g"
"0184","Sagoo Dana 250g"
"0238","Salan Masala 125g"
"0237","Salan Masala 250g"
"0202","Saunf  250G"
"0203","Saunf 125g"
"0221","Soghi  250g"
"0222","Soghi 125g"
"0153","Sooda Laundary 1Kg"
"0155","Sooda Laundary 250g"
"0154","Sooda Laundary 500g"
"156","Sooda Meetha 1Kg"
"0158","Sooda Metha 250g"
"0157","Sooda Metha 500g"
"0186","Sund Salim 125g"
"0234","Till White 125g"
"0233","Till White 250g"
"0241","Tukhm e Malanga 125g"
"0239","Zeera Kala 125g"
"0198","Zeera White 125g"
"0197","Zeera White 250g"
"8964000121054","Hamdard Carmina Plus"
"8964000122549","Hamdard Haboob Muqawwi-e-Meda"
"8964000121191","Hamdard Joshanda Herbal 32g"
"8964000121085","Hamdard Miswak Tooth Paste 70g"
"8964000121023","Hamdard Nonehal 175ml"
"8964000121047","Hamdard Saduri Syrup"
"8964000121030","Hamdard Safi Syp"
"8964000122112","Rooh Afza 1500ml"
"8964000122129","Rooh Afza 3000ml"
"8964000122105","RoohAfza 800ml"
"3662076751636","Foladi Nashta Haramain"
"888679021379","Haramain Barley Porridge 250g"
"888679021386","Haramain Wheat Porridge"
"3662076751667","Haramain Wheat Porridge 120g"
"888679021218","Talbeena Haramain Almond"
"888679021195","Talbeena Haramain Sugar Free"
"8906015400038","Tara Filter Khaini"
"8961100310708","Hashmi Arq-e-Gulab Dropper"
"8961100311255","Hashmi Honey 300gm"
"8961100318001","Hashmi Kajal"
"8961100310104","Hashmi Surma"
"1695","Hashmi Surma Saunf"
"8961100310159","Hashmi Surmi"
"8964000053102","Hankies Tissues Garden"
"8964000053331","HankiesTissues Virsa"
"8961101780975","Bake Time Chocolate RS20"
"8961101782986","Bake Time Coffee RS 20"
"8961100282777","Bake Time Fruit Cake RS20"
"8961101781491","Bake Time Lemon RS20"
"8961100287819","Bake Time Marble RS20"
"8961100281862","Bake Time Plain Cake RS20"
"8961100283330","Cake Strawberry RS5"
"8964002148516","Chai Wala Cake RS10"
"8964002148677","Chai Wala Cake RS20"
"8961101782931","Creamfillz Marble Rs20"
"8961101782962","Creamfillz Strawberry RS20"
"8961101782917","Creamfillz Vanilla RS20"
"8961101781514","Cupkake Blueberry Jam Rs10"
"8961100288571","Cupkake Chocolate RS10"
"8961100286256","Cupkake Choco-Vanilla RS10"
"8961101780241","Cupkake Double Chocolate RS10"
"8961101785147","Cupkake Orange RS10"
"8961100288564","Cupkake Strawberry Jam RS10"
"2911","Ding Dong Bubble Rs2"
"2912","Fresh up Bullble Rs2"
"2995","Fresh up Strawbery"
"8964002148189","Good Goodies Choco RS10"
"8961101782733","Hilal 123 Jelly Rs5"
"8961101780265","Hilal Choco 4"
"2582","Hilal Choran Chatni Rs2"
"8961101785178","Hilal Cupkake Birthday"
"8961101785437","Hilal Dolphin Jelly Rs5"
"8961100285112","Hilal Egg Jelly Rs5"
"8961100286119","Hilal Fish Jelly Rs5"
"8961100280339","Hilal Fruit Jelly Rs5"
"2583","Hilal Hajmola Candy Rs2"
"2913","Hilal Khopra Candy Rs2"
"8961100285105","Hilal Peach Jelly Rs5"
"8961100286522","Hilal Teeth Jelly Rs5"
"8961101781231","Hilal Wispy Choco Rs10"
"8961101781262","Hilal Wispy Wafer Roll Choco"
"8961101781293","Hilal Wispy Wafer Strawbery"
"8961100283316","Kake Chocolate RS5"
"2853","Paan Bahar"
"8961101784393","Panda Cake Choco Rs20"
"8961101785307","Panda Kake Rs20"
"8961100289806","SunSip LimoPani 125g"
"8961100285334","SunSip Limopani 375g"
"8961101783372","Wispy Wafer Roll"
"0034","Bajra 1Kg"
"0037","Bajra 2Kg"
"0035","Bajra 500g"
"0036","Bajra 5Kg"
"0116","Chana White 12mm 1Kg"
"0118","Chana White 12mm 250g"
"0117","Chana White 12mm 500g"
"0119","Chana White Med 1Kg"
"0121","Chana White Med 250g"
"0120","Chana White Med 500g"
"0143","Dal Arwaan 1Kg"
"0145","Dal Arwaan 250g"
"0144","Dal Arwaan 500g"
"0122","Dal Chana 1Kg Super"
"0124","Dal Chana 250g Super"
"0123","Dal Chana 500g Super"
"0111","Dal Mash Dhuli  500g VIP"
"0110","Dal Mash Dhuli 1Kg VIP"
"0112","Dal Mash Dhuli 250g VIP"
"0113","Dal Mash Salam 1Kg"
"0115","Dal Mash Salam 250g"
"0114","Dal Mash Salam 500g"
"0140","Dal Masoor 1Kg"
"0142","Dal Masoor 250g"
"0141","Dal Masoor 500g"
"0137","Dal Masoor Salim 1Kg"
"0139","Dal Masoor Salim 250g"
"0138","Dal Masoor Salim 500g"
"0134","Dal Mong Dhulli 1Kg"
"0136","Dal Mong Dhulli 250g"
"0135","Dal Mong Dhulli 500g"
"0131","Dal Mong Salam 1 Kg"
"0133","Dal Mong Salim 250g"
"0132","Dal Mong Salim 500g"
"0146","Lobia Lal 1Kg Cap"
"0148","Lobia Lal 250g Cap"
"0147","Lobia Lal 500g Cap"
"0152","Lobia Red 1Kg"
"0149","Lobia Tetra Red 1Kg"
"0151","Lobia Tetra Red 250g"
"0150","Lobia Tetra Red 500g"
"0162","Rice Adhwar Spec 1Kg"
"0163","Rice Adhwar Spec 2Kg"
"3233","Rice Adhwar Spec 500g"
"0164","Rice Adhwar Spec 5KGg"
"6291003233500","GoldenSun Banaspati 1Kg"
"6291003233708","Goldensun Banaspati 2.5Kg"
"6291003230790","Goldensun Banaspati 5Kg"
"6291003233531","Goldensun C-Oil 10L Gln"
"6291003233494","Goldensun C-Oil 1L"
"6291003230837","Goldensun C-Oil 5L Tin"
"6291003231117","GoldenSun C-Oil 5LBtl"
"8964000151839","Deer Fibre Tip 10 Colours"
"8964000115961","Deer Fibre Tip 12 Colours"
"8964000535431","Happy Colour Marker 8Pc"
"8965310043890","Inovative Butter Crunch RS"
"8965310045115","Inovative Crust Strb Wafer RS10"
"8965310045078","Inovative Crust Wafer RS10"
"8965310041254","Inovative Digestive H/R RS20"
"8965310042510","Inovative Digestive T/P RS5"
"8965310042411","Jumbo Junior Biscuit Rs5"
"0174","Rice Basm Daghee 1Kg"
"0175","Rice Basm Daghee 2Kg"
"0176","Rice Basm Daghee 5Kg"
"3366","Rice Basm Deghee Dirham 1Kg"
"0168","Rice Basm Dirham 1Kg"
"0169","Rice Basm Dirham 2Kg"
"3234","Rice Basm Dirham 500g"
"0170","Rice Basm Dirham 5Kg"
"0171","Rice Basm Sona 1Kg"
"0172","Rice Basm Sona 2Kg"
"0173","Rice Basm Sona 5Kg"
"0180","Rice Seela Horse 1Kg"
"0181","Rice Seela Horse 2Kg"
"0183","Rice Seela Horse 5Kg"
"0177","Rice Seela Jalal 1Kg"
"0178","Rice Seela Jalal 2Kg"
"3218","Rice Seela Jalal 500g"
"0179","Rice Seela Jalal 5Kg"
"725272730706","Desi Choice Chaki Atta 5kg"
"3268","Hoopix Fruit Coins"
"3269","Hoopix Peach Bite"
"8964000752968","Islamabad Tea 190g"
"8964000752951","Islamabad Tea 95g"
"6533411438772","Baking Powder Italia"
"6890767851748","Italia Black Plain Olives 230g Btl"
"6890767852738","Italia Black Sliced Olives 230g Btl"
"199628064768","Italia Chicken Stock 20g"
"6890767864786","Italia Green Plain Olives"
"7051055555390","Italia Green Sliced Olives 230g Btl"
"7051055538324","Italia Mushroom 380g"
"6890767818796","Italia Olive Oil 250ml"
"6890767817706","Italia Olive Oil Pomace 100ml tin"
"6890767822724","Italia Olive Pomace Oil 175ml"
"6890767865776","Italia Pitted Green Olives"
"6533411435702","White Pepper Powder Italia"
"8964000716113","Chocolate Chips 85G"
"8964000716021","Cooking Choclate Dark 200G"
"8964000716007","Cooking Milk Choclate 200G"
"8964000716106","Cooking White Chocolate"
"6890767821734","Italia Sweet Corn 380g"
"8964000718414","Italiano Cake Mix D/C 435G"
"8964000716298","Italiano Marble Cake Mix 559g"
"8964000716281","Italiano Pound Cake Mix 450G"
"8964000716601","Sprinkles Jar 90G"
"0010","Aata Makkai 1Kg"
"0011","Aata Makkai 2Kg"
"0012","Aata Makkai 5Kg"
"0043","Aata Makkie 500G"
"0020","Gandum Whole 1 Kg"
"3002","Gandum Whole 5Kg"
"0182","Makai Whole 1Kg"
"0033","Makkai 1Kg"
"0044","Rice Pakhli Garla 1Kg"
"3375","Kajoor Mabroom 1Kg"
"3563","Kajoor Mabroom 1Kg Box"
"3376","Kajoor Mabroom 500g"
"3372","Kajoor Muzafati 1Box"
"3373","Kajoor Rubbai 1Kg"
"3374","Kajoor Rubbai 500g"
"3379","Kajoor Sakhri 1Kg"
"3380","Kajoor Sakhri 500g"
"3377","Kajoor Zahdi 1Kg"
"3378","Kajoor Zahdi 500g"
"7878783049164","Onion Fry"
"8964002574599","JAzaa Achar Gosht 50g"
"8964002574513","Jazaa Bombay Biryani 60G"
"8964002574216","Jazaa Cake Rusk 350g"
"8964001207641","Jazaa Chat Masala 100g"
"8964001207337","Jazaa Coriander Powder 50G"
"8964002574278","Jazaa Cornflour 250g"
"8964002574384","Jazaa Custard  Sterb 250g"
"8964002574407","Jazaa Custard Mango250g"
"8964002574391","Jazaa Custard Vanila 250g"
"8964001207207","Jazaa Fried Onion 400G"
"8964002574506","Jazaa Hyderabadi Pulao"
"8964002574360","Jazaa Jelly Bana 80G"
"8964002574377","Jazaa Jelly Mango 80G"
"8964002574353","Jazaa Jelly Stwb 80G"
"8964002574254","Jazaa Kheer MIx 155g"
"8964002574582","Jazaa Peshawari Karahi 50g"
"8964001207900","Jazaa Pink Salt 800G"
"8964001207795","Jazaa Salt Refined 800G"
"8964002574261","Jazaa Sheer Khurma 160g"
"8964002574490","Jazaa Sindhi Biryani 60g"
"8964001207276","Jazaa Vermicelli 150G"
"8964001207221","Jazza Ginger Paste 330g"
"8964001195047","Finis Insect Killer Liquid Small"
"8964001195313","Finis Phenyle 2.9L"
"8964002516339","Bakers Paprika Potato Sticks"
"8964002516254","Bakers Potato chips Black Pepper"
"8964002516483","Bakers Potato Chips Crinkle BBQ"
"8964002516469","Bakers Potato Chips French Chese"
"8964002516247","Bakers Potato Chips Plain Salty"
"8964002516162","Bakers Potato Chips Plain Salty"
"8964002516261","Bakers Potato Chips Plain Spicy"
"8964002516209","Bakers Potato chips Salty"
"8964002516230","Bakers Potato Chips Salty"
"8964002516179","Bakers Potato Chips Spicy"
"8964002516186","Bakers Potato Chips Spicy"
"8964002516155","Bakers Potato Slims Black Pepper"
"8964002516148","Bakers Potato Slims Spicy"
"8964002516476","Potato Chips French Chese"
"8964000047033","Kala Kola Hair Color 39 No"
"8964000047019","Kala Kola Hair Color 43 No"
"8964000047064","Kala Kola Hair Color Mini 41 No"
"8964000047132","Kala Kola Hair Tonic 100ml"
"8964000047125","Kala Kola Hair Tonic 200ml"
"100127S","Kanas Mayonnaise Classic 500ml"
"100102S","Kanas Tomato Ketchup 1Kg"
"645955987595","Karachi Aalo Bukhara RS50"
"144369687361","Karachi Ajwain RS 50"
"1983","Karachi Akhrot Giri RS 200"
"2010","Karachi Akhrot Giri Rs100"
"573165880934","Karachi Anaar Dana RS 50"
"3032","Karachi Appricot Rs20"
"2022","Karachi Apricot Simple Rs 50"
"2019","Karachi Apricot Whole Rs 50"
"87563252","Karachi Baadiaan Phool RS 50"
"2006","Karachi Badam Giri Rs 100"
"3421546547","Karachi Badam Giri RS 200"
"3035","Karachi Badam Giri Rs20"
"156367687464","Karachi Bari Elaichi RS50"
"2015","Karachi Black Chana Rs 50"
"3492","Karachi Bondi Rs50"
"3031","Karachi Chana Fry Rs20"
"2025","Karachi Chana Fry Rs50"
"2027","Karachi Chohare Rs 50"
"754259686354","Karachi Colour Zarda"
"2023","Karachi Daal Chana Fry Rs50"
"176368687466","Karachi Daar Cheeni RS 50"
"3033","Karachi Dal Chana Rs20"
"3367","Karachi Dal Chana Rs50"
"3034","Karachi Dal Mong Rs20"
"3022","Karachi Dal Mong Rs50"
"62965875424","Karachi Dania Sabit RS50"
"176358687469","Karachi Dhania Powder RS50"
"1254985942681","Karachi Dhara Mirch RS 50"
"644445986592","Karachi Garam Masala Sabit"
"1977","Karachi Green Tea RS 50"
"154369687362","Karachi Haldi Powder RS 50"
"35261987519","Karachi Imlee Rs50"
"69565685817","Karachi Imli RS 50"
"2011","Karachi Injeer Rs 100"
"3151","Karachi Injeer Rs20"
"652145986351","Karachi Isphagol Chilka RS50"
"1978","Karachi Jaifil RS 50"
"53437","Karachi Jawatri RS 50"
"2013","Karachi Kajoor Rs 100"
"2018","Karachi Kajoor Rs 50"
"3029","Karachi Kajoor Rs20"
"2007","Karachi Kaju Rs 100"
"2571","Karachi Kala Namak Rs50"
"98218547587","Karachi Kali Mirch"
"6958125411","Karachi Kali Mirch Sabit RS 50"
"5275635984587","Karachi Kalwanji RS 50"
"87563260","Karachi Khashkhash RS 50"
"2024","Karachi Khopra Sabat Rs 50"
"156369687363","Karachi Laal Mirch RS 50"
"176368687468","Karachi Loong RS 50"
"645967997597","Karachi Meetha Soda RS 50"
"1979","Karachi Methary RS 50"
"87563251","Karachi Methi Dana Rs50"
"2012","Karachi Mewa Mix Rs 100"
"2017","Karachi Mewa Mix Rs 50"
"3030","Karachi Mewa Mix Rs20"
"3025","Karachi Mix Nimco Rs20"
"2016","Karachi Mong Phali Dana Rs 50"
"3028","Karachi Mong Phali Rs20"
"2028","Karachi Mong Phali Salam Rs50"
"1875638984586","Karachi Munaqa RS 50"
"1774698942785","Karachi Narial Powder Rs50"
"2551542342168","Karachi Nimko Bareek Rs50"
"3289","Karachi Nimko Mix Rs20"
"3024","Karachi Nugdi Rs20"
"2026","Karachi Nugdi Rs50"
"3027","Karachi Paan Masala Rs20"
"2021","Karachi Paan Masala Rs50"
"3493","Karachi Papri Rs50"
"2009","Karachi Pista Magaz Rs 100"
"7656789216","Karachi Pista RS 200"
"3036","Karachi Pista Rs20"
"2008","Karachi Pista Whole Rs100"
"87563253","Karachi Raie Ore Rs50"
"3494","Karachi Rehwari Rs20"
"2020","Karachi Rewri Rs 50"
"859259687355","Karachi Sabz Elaichi RS50"
"1976","Karachi Safaid Mirch RS50"
"156368687465","Karachi Sagoo Dana RS50"
"6271145986589","Karachi Salan Masala RS 50"
"176368687467","Karachi Saunf RS 50"
"3026","Karachi Saunf Rs20"
"3037","Karachi Soghi Rs20"
"2014","Karachi Soogi Rs 50"
"1980","Karachi Til RS 50"
"7175645986588","Karachi Tukhme Malanga"
"874685123045","Karachi Zeera White Rs50"
"3395","Pakora Masala Shah Jee 250g"
"1192","Haleeb Tea 125g"
"1593","Haleeb Tea 250g"
"2633","Haleeb Tea 500g"
"8964000201213","Kashir Cooking Oil 3L"
"8964000201091","Kashmir Banaspati 1Kg"
"8964000201206","Kashmir Cooking Oil 4.5L"
"8964000201176","Kashmir Cooking Oil 5L Tin"
"094922849359","Kausar Banaspati 2.5Kg Bkt"
"094922849342","Kausar Banaspati 5Kg Bkt"
"094922256041","Kausar Canola Oil 5L"
"094922849281","Kausar C-Oil 1Ltr"
"094922256034","Kausar Cooking Oil 3L Btl"
"728360998545","Kausar Cooking Oil 5L Btl"
"094922989123","Kausar Steamed Rice 1Kg"
"8961710786108","Taqwa Cooking Oil 1L"
"0049","Cement  Kohat"
"0248","Pakora Masala 125g"
"2624","Qewa Sabaz 125g No1"
"200","Sanamaki Rs50 Pkt"
"0310","Gold Street Cig"
"0311","Kisan Cig"
"644216996674","Hand Wash Delite 500ml"
"705105553030","King Air Freshner"
"689076783576","King Air Freshner Jasmine"
"689076783477","King Air Freshner Red Rose"
"689076783774","King Air Freshner Sandalwood"
"718122103218","King Electric Mosquito 3in1"
"689076783873","King Insect Killing Powder 125g"
"7181221034166","King Klear Glas  Cleaner 500ml"
"8964002502288","King Liquid Polish Nutural"
"718122099610","King Liquid Refill 55ml"
"689076784573","King Moscoil Extra Power"
"653341107077","King Mouse Killer Trap"
"718122104116","King Phenyle 3l"
"7137571774368","King Sweepy 580ml"
"019962812873","Kingtox Bed Bug 325ml"
"019962812774","Kingtox Bed Bug 600ml"
"689076783378","Kingtox Spray 325ml"
"689076783279","Kingtox Spray 600ml"
"6924012201535","Tiger Insect Killer 600ml"
"8964002502233","King Liquid Polish Brown"
"8964002502141","King Shoe Shiner"
"8964002502011","Shoe Polish King Black"
"8964000708255","Kinza Imlee Ginger Sauce 500g"
"8964000708101","Kinza Ketchup 1 Gallon"
"8964000708125","Kinza Ketchup 2kg Galon"
"8964000708552","Kinza Mango Drink 200ml"
"8964000708064","Kinza Vinegar 1L"
"1787141021062","Kisan Banaspati 10Kg Bkt"
"1787141100163","Kisan Banaspati 1Kg"
"1787141022564","Kisan Banaspati 2.5Kg Bkt"
"1787141020560","Kisan Banaspati 5Kg Bkt"
"1787141010561","Kisan Banaspati Tin 5Kg"
"1786111061053","Kisan Canola Oil 10L Can"
"1786111061657","Kisan Canola Oil 16L Can"
"1786111060551","Kisan Canola Oil 5L Gln"
"1786121100551","Kisan Cooking Oil 1L"
"1786131070554","Kisan Cooking Oil 5l Btl"
"1786121070359","Kisan Sunflower Oil 3L Btl"
"1786121070557","Kisan Sunflower Oil 5L Btl"
"1786121010553","Kisan Sunflower Oil 5L Tin"
"7811237135099","Ruh Fruity Soap"
"9338329001523","Kisan Barley Porridge 100G"
"8962014000709","Kisan Vinegar Syn 1Ltr"
"93383290015231","Kisan Wheat Porridge 400G"
"8964000749425","Kiwi Liquid Shoe Polish Dark 75ml"
"8964000749067","KIWI SHOE POLISH BLACK 45MLE"
"8964000749098","Kiwi Shoe Polish Dark Tan"
"8964000749180","Shoe Cream Kiwi Black 45ml"
"8964000749210","Shoe Cream Kiwi Dark 45ml"
"8964000749005","Shoe Polish Kiwi Black"
"8964000749463","Shoe Shiner All Colour Kiwi"
"0321545480855","Kruncher Dal Moth"
"321545480868","Kruncher Nimco Mix"
"8964000163436","KNS Boneless Handi 500g"
"8964000163344","Kns Boti Cut 1Kg"
"8964000769492","KNS Breakfast Sausage 32p"
"8964000163375","KNS Breast Fillet 500g"
"8964000769706","Kns Burger Patties 400gm"
"8964000163115","Kns Chapli Kabab 12pc 888g"
"8964000163108","KNS Chapli kabab 296g"
"89640001630781","KNS Chicken Tempura 660g"
"8964000163191","KNS Chunks Tikka 700g"
"8964000769317","KNS Combo cut 700g"
"8964000163184","KNS Combo Wings 850g"
"8964000163351","KNS Drumsticks 1kg"
"8964000163214","KNS Fun Nuggets 265g"
"8964000163221","KNS Fun Nuggets 795g"
"8964000163405","KNS Gizzard 1Kg"
"8964000163153","Kns Haray Bharay Nuggets 1Kg"
"8964000164204","KNS Kafta Kabab 515g"
"8964000163320","KNS Karahi cut 1kg"
"8964000769607","KNS Kofta 30Pc 850g"
"8964000769591","KNS Kofta 340g"
"8964000163429","KNS Liver 1kg"
"8964000163726","KNS Mini Franks Sausage 56pc"
"8964000164358","KNS Mughlai Tikka 515g"
"8964000163412","KNS Neck Pack 1kg"
"8964000163030","KNS Nuggets 1000g"
"8964000163023","KNS Nuggets 270g"
"8964000163399","KNS Qeema 500g"
"8964000769331","KNS Samosa 420g"
"8964000163122","KNS Seekh kabab 205g"
"8964000163139","KNS Seekh Kabab 540g"
"8964000164211","KNS Shami kabab 252g"
"8964000164228","Kns Shami Kabab 648g 18pcs"
"8964000769720","Kns Spring Roll 630g"
"8964000769003","Kns Stok Chicken Cubes 20g"
"8964000163863","Kns Tender Pops 260g"
"8964000163870","Kns Tender Pops 780g"
"8964000769409","KNS Tornsdoz 280g"
"8964000164150","Kns Whole ChickenSize11"
"8964000163368","KNS Wings 1kg"
"8964001024125","Gulnaz Beauty Soap Rs10"
"8964001024941","Kohinoor Soap Special 1Kg"
"8964001024026","Tibet Beauty Soap Bath Size"
"8964001024033","Tibet Beauty Soap Family Size"
"8964001025535","Tibet Beauty Soap Family Size"
"8964001025542","Tibet Beauty Soap Family Size"
"671866128988","Bravo Biscuit Rs10"
"671866129237","Bravo Biscuit Rs20"
"671866149839","Kolson Elbow Macaroni 400G"
"671866116800","Kolson Potato Sticks RS 10"
"671866116831","Kolson Potato Sticks RS 10"
"671866117388","Kolson Snackers Cheese RS 10"
"671866117371","Kolson Snackers Masala RS 10"
"671866117364","Kolson Snackers Pizza RS 10"
"671866130325","Lotte Choco Pie RS 15"
"671866116572","Salanty Vege Rs10"
"671866116589","Slanty Jalapeno RS 10"
"671866116688","Slanty Jalapeno RS 20"
"671866117593","Slanty Jalapeno RS 50"
"671866116671","Slanty Rs20 veg"
"671866116565","Slanty Salted RS 10"
"671866116664","Slanty Salted RS 20"
"671866116510","Slanty Salted RS 5"
"671866117579","Slanty Salted RS50"
"671866116527","Slanty Vege RS 5"
"2823","Slanty Vege Rs10"
"671866117586","Slanty Vegetable Rs50"
